Zone-1,Zone-2,Zone-3,Zone -4,Zone-5,Zone-6,Zone-7
0.903357,0.799274,0.451815,0.511938,0.710523,0.354513,0.73112
1.8648,2.47855,0.658038,0.836728,1.103217,0.569168,0.770853
0.824309,1.20482,0.79502,0.827383,1.056654,0.699303,0.679796
0.962978,1.27903,0.895382,0.847808,0.933177,0.74748,0.788995
1.10766,1.31086,0.908628,0.817826,0.808995,0.793756,0.77118
1.26162,1.47014,1.042141,0.856225,1.202005,0.8047,0.825185
1.37803,1.38551,0.964845,0.8698,1.100888,0.81712,0.707667
1.48822,1.41126,0.971272,0.876745,1.03434,0.806455,0.699094
1.96174,1.8969,1.004261,0.914695,1.101242,0.771391,0.664818
1.64169,1.59929,1.048331,0.948737,1.210132,0.751838,0.645879
1.67782,2.10422,1.126932,0.960004,1.317767,0.756931,0.649374
1.78067,2.0141,1.337336,1.086866,1.534877,0.816913,0.706162
1.73192,2.71241,1.675272,1.407781,1.861737,0.948958,0.828514
2.30756,3.65038,1.608455,1.48132,1.888306,0.968166,0.782938
3.88857,5.06499,1.752773,1.937381,2.403653,1.402457,0.787244
2.53935,4.03519,1.556633,1.560179,1.76745,0.995314,0.750143
1.37687,2.22454,1.544517,1.597421,1.83247,1.025287,0.794802
1.18907,1.89047,1.268776,1.303645,1.540362,0.814073,0.652508
0.903348,1.55546,0.997942,0.944718,1.123834,0.50717,0.423999
0.752124,1.19678,0.712099,0.591366,0.717673,0.371327,0.317732
0.677922,1.02546,0.588605,0.417664,0.628019,0.31449,0.273503
0.609785,1.31408,0.519072,0.34869,0.530006,0.281747,0.247067
0.579986,0.858069,0.483339,0.338399,0.463459,0.269595,0.235502
0.970806,0.809756,0.454492,0.335007,0.414095,0.283905,0.248856
0.619585,0.814751,0.466069,0.480276,0.414413,0.354513,0.300335
2.10308,2.4525,0.659456,0.855172,0.671496,0.569168,0.471746
0.967291,1.20689,0.794958,0.84324,0.772374,0.699303,0.580037
2.50652,2.82515,1.078674,1.041091,1.005678,0.776486,0.657443
1.23683,1.23849,0.939404,0.723391,0.721214,0.793756,0.678501
1.52023,1.37165,0.974879,0.791086,0.792891,0.8047,0.692123
2.8197,2.78174,1.04029,0.957175,1.029333,0.81712,0.707667
1.90609,1.77915,0.989717,0.905823,0.98898,0.806455,0.699094
1.68133,1.41878,0.949906,0.87129,0.949854,0.771391,0.664818
1.7469,1.49755,0.982602,0.895268,0.962836,0.751838,0.645879
1.81283,1.63217,1.065906,0.958073,1.010181,0.756931,0.649374
1.96253,2.21818,1.258611,1.098541,1.155508,0.816913,0.706162
2.22321,2.79723,1.434061,1.454966,1.481233,0.948958,0.828514
2.30154,2.44445,1.311905,1.422738,1.531327,0.923149,0.782938
1.65337,2.74229,1.411409,1.455445,1.423258,0.924233,0.728354
1.5176,2.27715,1.497205,1.578944,1.4232,0.957838,0.746393
1.90307,2.30359,1.504891,1.633209,1.62568,1.025287,0.794802
1.29493,1.94972,1.23648,1.220721,1.342544,0.814073,0.652508
0.991616,2.00619,0.950204,0.71313,1.014447,0.50717,0.423999
0.813096,1.25291,0.659142,0.442177,0.683529,0.371327,0.317732
0.70893,1.08431,0.539937,0.359462,0.543538,0.318179,0.277192
0.648384,0.979262,0.471822,0.318497,0.460179,0.284206,0.249526
0.598334,0.901306,0.429585,0.305269,0.413807,0.270825,0.236732
0.595047,1.26142,0.407374,0.298794,0.38778,0.286364,0.251315
1.01651,0.83029,0.415499,0.328548,0.379519,0.358202,0.304024
0.823973,1.02172,0.468133,0.477247,0.520697,0.579003,0.481581
0.985978,1.65722,0.707044,0.624316,0.733677,0.718975,0.599709
1.15776,1.42728,0.717294,0.574563,0.688606,0.776988,0.657945
1.73409,1.3363,0.740088,0.525628,0.596049,0.835559,0.720304
1.63945,1.49629,0.719569,0.543803,0.575608,0.85265,0.740073
1.67404,1.42288,0.808024,0.568407,0.670477,0.866914,0.757461
1.76214,1.49885,0.873226,0.606765,0.783995,0.90789,0.800529
2.16578,1.91383,0.824801,0.534579,0.819632,0.812579,0.706006
1.76654,2.2057,0.852079,0.530143,0.771112,0.786879,0.68092
1.72677,1.73042,0.893486,0.532804,0.763814,0.794431,0.686874
1.92676,2.02221,1.032451,0.617897,0.997788,0.890224,0.739973
2.71514,3.19818,1.113058,0.812181,1.370569,1.181888,0.861711
2.12702,2.53458,1.21702,0.862033,1.345876,1.147283,0.81429
2.35939,2.7559,1.257338,0.936259,1.237205,1.042923,0.759706
2.17681,3.52584,1.417746,1.12998,1.379688,1.144,0.778359
2.35817,2.98985,1.560377,1.299303,1.727845,1.270049,0.943256
1.40204,2.10394,1.236437,1.02656,1.384789,0.934656,0.750591
0.938915,1.67381,0.880161,0.701912,0.975218,0.521924,0.438753
0.783398,1.28458,0.587612,0.448325,0.61564,0.377475,0.32388
0.687673,1.10339,0.465565,0.359462,0.462099,0.476025,0.277192
0.618976,0.989104,0.398742,0.318497,0.382374,0.395743,0.249526
0.961331,1.37897,0.372949,0.305269,0.342137,0.382459,0.236732
0.566738,0.870732,0.350818,0.298794,0.320176,0.509592,0.251315
0.605643,0.874939,0.375396,0.328548,0.351618,0.470049,0.304024
0.773548,1.1181,0.466227,0.477247,0.520023,0.914545,0.481581
0.931602,1.70421,0.686247,0.624316,0.706293,0.942547,0.599709
1.39462,1.32447,0.730081,0.574563,0.648675,0.888855,0.657945
1.60071,2.43118,0.7739,0.525628,0.564123,0.947566,0.720304
1.93136,2.11114,0.86056,0.593683,0.632033,1.194053,0.740073
1.6281,1.91115,0.869152,0.57631,0.644797,1.013049,0.757461
1.54823,1.59963,0.959698,0.680306,0.684432,0.954029,0.846668
1.48645,1.5117,0.844515,0.645091,0.571455,0.812579,0.706006
1.95601,1.60137,0.869351,0.700911,0.610556,0.786879,0.68092
1.64052,1.69375,0.947347,0.727662,0.636835,0.794431,0.686874
1.84901,1.99701,1.168349,0.825729,0.766238,0.850724,0.739973
1.87863,3.00689,1.409072,0.945131,0.908113,0.982155,0.861711
2.03984,2.78851,1.404532,0.883597,0.899205,0.987464,0.850467
1.50074,2.23794,1.393081,0.936259,0.901081,1.04597,0.862079
1.39851,2.76041,1.495098,1.105809,1.059391,1.309996,0.966354
1.78697,2.34641,1.503979,1.184045,1.368883,1.442667,0.930555
1.17813,2.01911,1.238739,0.955526,1.187736,1.054673,0.987191
0.874255,1.62051,0.943996,0.701912,0.870773,0.683124,0.79629
0.7117,1.5606,0.652897,0.448325,0.551371,0.925916,0.630039
0.570218,1.00211,0.471185,0.339263,0.368329,0.586478,0.760595
0.512857,0.914971,0.406243,0.305031,0.326754,0.758735,0.743328
0.492909,0.858284,0.374736,0.298536,0.320174,0.507515,0.736077
0.489027,0.790934,0.339334,0.285328,0.30671,0.722733,0.641097
0.533947,0.776024,0.34661,0.308349,0.331419,0.562743,0.786578
0.665482,0.945159,0.411787,0.423384,0.46616,1.030939,1.027875
1.15497,1.08825,0.580846,0.516589,0.598566,0.836084,0.781487
0.79867,1.0962,0.645208,0.412973,0.487085,0.986931,0.670977
0.89718,1.08446,0.609167,0.296709,0.335204,0.854214,0.570971
0.972233,1.25267,0.639572,0.28122,0.315461,1.016985,0.606959
1.0876,1.17267,0.607995,0.295724,0.383544,0.706627,0.553016
1.15848,1.18263,0.617102,0.301704,0.436576,0.767451,0.607471
1.2394,1.61381,0.63568,0.309027,0.50071,0.852115,0.610464
1.31736,1.32193,0.693011,0.371238,0.579294,0.658666,0.615303
1.42054,1.37707,0.757271,0.449133,0.613317,0.732544,0.627456
1.61788,1.64124,0.995934,0.612447,0.760327,0.739132,0.654544
1.9808,2.2078,1.254559,0.855495,1.04162,0.92914,1.129371
1.806,1.94954,1.205814,0.919167,1.129219,0.839072,0.842444
1.97042,1.85562,1.192593,0.997431,1.094981,1.000462,0.887732
1.39869,1.9406,1.295576,1.159645,1.185584,0.942167,1.003124
1.30995,1.92651,1.295797,1.23682,1.297385,0.990897,0.995714
1.11138,1.57207,1.068892,1.012133,1.0727,0.917266,0.830673
0.84864,1.226,0.846125,0.788408,0.809599,0.749488,0.657095
0.72073,0.902209,0.605301,0.543938,0.525158,0.567711,0.532921
0.628763,0.789466,0.498049,0.446132,0.397168,0.688805,0.512428
0.555637,1.11241,0.435182,0.394938,0.329392,0.604917,0.43268
0.506835,0.683749,0.404042,0.375799,0.320174,0.598057,0.404122
0.487928,0.644466,0.37024,0.352723,0.30671,0.716941,0.407991
0.517629,0.656734,0.379396,0.371926,0.331419,0.670392,0.45801
0.634808,0.791863,0.417722,0.444919,0.46616,1.078066,0.959294
0.775271,0.965703,0.616996,0.604128,0.598566,0.887003,0.731589
1.31816,0.935632,0.681634,0.549272,0.505692,0.817842,0.756337
1.0328,0.888115,0.627472,0.466612,0.471553,0.716857,0.758044
1.11758,0.961873,0.593358,0.4704,0.569358,0.837057,0.876301
1.14793,0.95522,0.598668,0.493121,0.596785,0.818402,0.723003
1.19669,0.980937,0.615775,0.533388,0.667392,0.602829,0.595331
1.28482,1.05175,0.661944,0.589531,0.732303,0.587027,0.680311
1.37119,1.1369,0.722048,0.667833,0.89158,0.594991,0.589005
1.45377,1.61836,0.784812,0.734018,0.96179,0.589077,0.581686
1.56646,1.49967,1.024742,0.926546,1.055167,0.665569,0.65518
1.95878,2.10889,1.279138,1.281414,1.208572,0.800366,0.931256
1.82536,1.92883,1.212005,1.199992,1.171087,0.782812,0.793668
1.59779,1.77466,1.184989,1.211228,1.179502,0.761205,0.688702
1.82484,1.83065,1.287767,1.345505,1.252272,0.814749,0.905507
1.33201,1.84789,1.284645,1.39298,1.357184,0.876694,0.847409
1.11273,1.56201,1.055388,1.159122,1.118933,0.692998,0.983633
0.848451,1.29589,0.831642,0.916374,0.85608,0.441129,0.70941
0.712863,0.999473,0.590797,0.653338,0.561952,0.34381,0.7916
0.61157,0.865506,0.481881,0.53531,0.42392,0.29798,0.753726
0.574881,0.787602,0.421013,0.469595,0.351545,0.27074,0.63522
0.543357,0.740332,0.392961,0.440289,0.322385,0.264092,0.432362
0.530711,1.07946,0.35869,0.403696,0.30671,0.272898,0.469085
0.542856,0.684215,0.367863,0.413088,0.331419,0.338003,0.464649
0.677148,0.844661,0.412927,0.491927,0.477732,0.52514,0.945724
0.774389,1.00963,0.602542,0.650634,0.598566,0.611248,0.837052
1.23918,0.93926,0.652146,0.626104,0.489263,0.615398,0.832738
0.969231,0.894243,0.604789,0.545169,0.389866,0.60664,0.804533
1.14698,1.04297,0.583838,0.57918,0.382708,0.590067,1.059648
1.15779,1.02799,0.583692,0.581588,0.486383,0.594231,0.883637
1.22632,1.08085,0.59423,0.611727,0.551635,0.602829,0.802923
1.2643,1.14336,0.631083,0.647809,0.646555,0.587027,0.77973
1.32129,1.21711,0.694778,0.735614,0.77862,0.594991,0.888111
1.36417,1.2905,0.759739,0.757136,0.862695,0.589077,0.880808
1.50218,1.5558,0.872694,0.898424,1.045206,0.665569,0.954355
1.85377,2.63524,0.981886,1.188056,1.408932,0.800366,1.128314
1.70602,2.04499,1.041423,1.15828,1.276952,0.782812,1.170517
1.48463,1.8591,1.070845,1.224028,1.233842,0.761205,1.088433
1.71198,1.90986,1.197558,1.376122,1.346422,0.814749,1.042891
1.21547,1.9246,1.217764,1.413739,1.459931,0.876694,1.245651
1.01202,1.63261,0.98675,1.157584,1.246301,0.692998,1.132652
0.769106,1.36029,0.768838,0.8898,0.983357,0.441129,0.95907
0.644625,1.05511,0.53277,0.638177,0.699128,0.34381,0.890709
0.566152,0.911151,0.431332,0.524451,0.571124,0.29798,0.85709
0.517934,0.822873,0.377278,0.460441,0.498834,0.27074,0.785635
0.487372,0.768563,0.352231,0.422872,0.454141,0.264092,0.745493
0.47871,0.710704,0.323315,0.377534,0.404545,0.272898,0.66351
0.517943,0.705704,0.337615,0.380583,0.408271,0.338003,0.673145
0.661495,1.26036,0.411425,0.426761,0.477102,0.52514,1.025914
0.760074,1.01652,0.561028,0.573979,0.670967,0.611248,0.891077
1.24777,1.01814,0.607008,0.490544,0.624134,0.615398,0.895657
0.953946,1.00568,0.550084,0.372272,0.588456,0.60664,0.890981
1.12164,1.1831,0.555644,0.290136,0.695543,0.590067,1.078081
1.1616,1.10815,0.557595,0.295724,0.729678,0.594231,1.08706
1.22761,1.13088,0.577067,0.301704,0.768257,0.602829,0.998399
1.27947,1.19696,0.622212,0.309027,0.850412,0.587027,0.883239
1.35324,1.27108,0.682853,0.338255,0.980311,0.594991,0.993033
1.47363,1.35351,0.746515,0.32745,1.026265,0.589077,0.970958
1.68331,1.62655,0.953283,0.44224,1.202916,0.665569,1.057937
1.99546,2.28368,1.219933,0.674827,1.499377,0.926389,1.283891
1.69892,2.04654,1.185676,0.732213,1.438528,0.86293,1.145921
1.43625,2.24315,1.169187,0.790534,1.328572,0.828705,1.191806
1.365,1.88784,1.276912,0.949219,1.383707,0.825999,1.0362
1.55906,1.89954,1.277027,1.003966,1.451019,0.876694,1.147795
1.05839,1.61105,1.05305,0.807402,1.197237,0.928591,1.032066
0.799346,1.34188,0.834472,0.621117,0.926637,0.691811,0.857866
0.675024,1.03225,0.594129,0.41466,0.625365,0.635273,0.689655
0.595621,0.876656,0.487611,0.339263,0.481861,0.556553,0.587307
0.550756,0.77811,0.430198,0.305031,0.397463,0.655723,0.49007
0.506829,0.718831,0.401243,0.298536,0.35345,0.594251,0.395196
0.499389,0.632964,0.368221,0.285328,0.31155,0.680234,0.411122
0.534164,0.528408,0.378419,0.308349,0.331419,0.742987,0.462881
0.666486,0.645714,0.415135,0.423384,0.46616,0.9923,0.880724
0.773661,0.923012,0.608942,0.516589,0.598566,0.995205,0.690213
0.901172,1.31814,0.639768,0.412973,0.488962,0.945553,0.696535
1.45022,0.901454,0.589324,0.296709,0.360473,0.862602,0.735624
1.29869,1.05845,0.607209,0.28122,0.313025,0.942603,0.897898
1.30559,1.0345,0.615451,0.295724,0.32734,0.901727,0.711401
1.37738,1.07563,0.631265,0.301704,0.333232,0.923792,0.77846
1.4735,1.14721,0.671284,0.345691,0.34088,0.773469,0.740312
1.56575,1.28502,0.73117,0.400362,0.370231,0.754256,0.796054
1.66505,1.36099,0.795521,0.33801,0.36513,0.689854,0.749868
1.79015,1.62818,0.990382,0.432742,0.485816,0.859375,0.835599
2.18077,2.28422,1.230518,0.630392,0.714515,1.577975,1.189279
1.9402,2.03553,1.203355,0.690344,0.788315,1.164601,0.889856
1.70899,1.83515,1.199856,0.76457,0.770261,1.155022,0.854712
1.52765,1.85946,1.304646,0.930754,1.0628,1.198034,0.77599
1.80948,2.24527,1.298484,1.002256,1.189353,1.30054,0.792072
1.1665,1.54161,1.074722,0.807402,0.974676,1.252131,0.669647
0.864871,1.24292,0.852074,0.621117,0.708474,0.889665,0.493255
0.72446,0.930429,0.608309,0.41466,0.443982,0.960662,0.470565
0.641943,0.807462,0.501606,0.339263,0.362839,0.729935,0.380789
0.577372,0.725342,0.442337,0.305031,0.326754,0.754225,0.364407
0.543906,0.678803,0.412591,0.298536,0.320174,0.639157,0.361019
0.514709,0.613835,0.379697,0.285328,0.30671,0.806362,0.377863
0.549676,0.555552,0.389845,0.308349,0.331419,0.778326,0.418645
0.680514,0.694182,0.437449,0.423384,0.46616,1.119052,0.738759
0.786792,0.942108,0.624182,0.516589,0.598566,1.100844,0.641233
0.877444,0.904593,0.670433,0.412973,0.487085,1.110367,0.654866
1.42517,0.8953,0.618913,0.296709,0.335204,1.119122,0.679864
1.26221,1.34536,0.604508,0.28122,0.313025,0.917471,0.900527
1.27286,0.937876,0.610742,0.295724,0.353674,1.021996,0.7005
1.39057,0.987624,0.623155,0.301704,0.427297,1.075848,0.709991
1.49353,1.0784,0.658969,0.309027,0.501836,1.026828,0.653869
1.59924,1.19474,0.715545,0.338255,0.610032,1.025982,0.689183
1.67231,1.28384,0.783979,0.32745,0.700816,1.095643,0.601433
1.85773,1.48346,0.994856,0.432742,0.956524,0.981453,0.713522
2.21192,2.00475,1.247348,0.630392,1.336695,1.493671,1.037255
1.91555,1.83916,1.198574,0.690344,1.331801,1.325707,0.676474
1.64419,1.72554,1.181672,0.810965,1.203924,1.300966,0.740207
1.47819,1.79597,1.278602,1.03998,1.281343,1.3668,0.746018
1.78755,1.82197,1.275587,1.121559,1.372949,1.442518,0.697852
1.16273,1.52486,1.04895,0.913675,1.12596,1.30755,0.538108
0.911096,1.64844,0.826951,0.707304,0.840248,0.976811,0.357958
0.778875,0.953569,0.585387,0.476835,0.551556,0.936804,0.290215
0.692117,0.810261,0.477445,0.388096,0.414312,0.555559,0.256993
0.613616,0.725288,0.414721,0.343448,0.333533,0.814685,0.23606
0.583141,0.681121,0.384224,0.328623,0.320174,0.68424,0.229999
0.530813,0.636789,0.351556,0.308611,0.30671,0.834252,0.237849
0.569424,0.643984,0.361149,0.327985,0.331419,0.854662,0.283825
0.683668,0.793027,0.412534,0.424287,0.46616,0.989458,0.427718
0.814568,0.947608,0.558057,0.548703,0.598566,1.055035,0.491982
0.960568,0.876683,0.505518,0.462576,0.487085,0.977088,0.496355
1.52266,0.802243,0.405621,0.352136,0.374052,0.950626,0.491385
1.34864,0.955469,0.335646,0.314337,0.479831,1.574688,0.615248
1.3688,1.14741,0.447415,0.387179,0.519912,1.344759,0.606682
1.4949,1.24644,0.484718,0.420457,0.565101,1.380685,0.545404
1.62719,1.0999,0.510569,0.462095,0.662458,1.5258,0.624909
1.70962,1.19404,0.557542,0.522178,0.797397,1.553282,0.701513
1.75963,1.28092,0.582956,0.532827,0.884464,1.568312,0.587578
2.00522,1.57224,0.707719,0.671988,1.131463,1.686402,0.754261
2.42461,2.15277,0.788843,0.919926,1.5382,2.646185,1.079188
2.11531,1.97484,0.914174,0.949805,1.414559,1.816817,0.842174
1.85619,1.79123,0.975163,1.009631,1.30982,1.7288,0.787615
1.63408,1.83087,1.110421,1.173196,1.371689,1.467683,1.017478
1.5119,1.85808,1.138308,1.253175,1.441267,1.389469,0.849148
1.67675,1.56054,0.918816,1.031037,1.188578,1.143103,0.699759
0.98984,1.28683,0.707018,0.808856,0.91019,0.951607,0.453099
0.842403,1.36215,0.478278,0.564691,0.582902,0.825217,0.407185
0.796657,0.905923,0.439692,0.520931,0.505295,0.866796,0.495597
0.723508,0.804884,0.3886,0.467145,0.421997,0.768543,0.471973
0.680028,0.745877,0.363785,0.440448,0.366156,0.901291,0.46048
0.655917,0.67956,0.344723,0.415954,0.32414,0.727407,0.476438
0.693812,0.571397,0.365464,0.435894,0.347929,0.942534,0.510038
0.863166,0.689458,0.456064,0.529244,0.510188,0.955517,0.740261
1.00858,1.01505,0.63553,0.735053,0.686621,1.319579,0.793465
1.14739,1.06629,0.588037,0.733308,0.627866,1.200907,0.819723
1.76579,1.10243,0.536799,0.697598,0.566172,1.249905,0.75225
1.70187,1.70242,0.506806,0.677278,0.65548,1.540489,0.893814
1.71305,1.24636,0.642317,0.747562,0.741344,1.33789,0.849268
1.76905,1.28638,0.660419,0.759037,0.783375,1.358897,0.845362
1.85319,1.65966,0.681718,0.792643,0.841848,1.242539,0.763194
2.31947,1.60522,0.716661,0.842404,0.907795,1.178901,0.771794
1.93701,1.52502,0.758399,0.867446,0.900718,1.140255,0.814675
2.02917,1.69147,0.879339,1.031838,1.051122,1.315115,0.911174
2.20074,2.82368,1.006672,1.399041,1.441048,1.47475,1.181754
2.82199,2.40729,1.511302,1.735966,1.926568,1.713325,1.342731
2.01629,2.34245,1.187737,1.358717,1.465631,1.279352,1.071692
1.5189,2.46874,1.331935,1.525143,1.564403,1.440443,0.951155
1.48171,1.9898,1.357534,1.551669,1.631724,1.50853,0.986074
1.27008,1.72713,1.105201,1.268578,1.38769,1.081478,0.898039
1.375,1.40464,0.836875,0.928042,1.063378,0.812392,0.676639
0.803997,1.07896,0.567811,0.574576,0.740724,0.822585,0.465916
0.713228,0.935616,0.456895,0.388316,0.600392,0.740185,0.457312
0.648211,0.854373,0.399966,0.316038,0.524286,0.690225,0.369949
0.624093,0.807201,0.373403,0.32764,0.49389,0.568433,0.399374
0.614661,0.768035,0.354839,0.42893,0.471624,0.77821,0.411791
0.661944,0.781546,0.378496,0.446231,0.491575,0.647999,0.41479
0.842201,1.44956,0.456731,0.513322,0.635013,1.04209,0.627062
0.971289,1.17008,0.648808,0.721727,0.839707,0.914781,0.746154
1.48993,1.14389,0.60245,0.560018,0.795957,0.942173,0.723572
1.11831,1.14341,0.538676,0.492859,0.740912,1.244442,0.76031
1.24165,1.35837,0.489906,0.591959,1.246501,1.176353,0.79634
1.87077,1.87759,0.741959,0.879773,1.236337,1.217531,0.991284
1.52087,1.41621,0.731845,0.866779,1.218437,1.225481,0.934739
1.43003,1.42215,0.667954,0.807196,1.218023,0.982287,0.843688
2.03012,2.08842,0.713613,0.848201,1.369435,1.038095,0.858659
1.54796,2.22132,0.74144,0.972542,1.488343,0.92129,0.856389
1.61841,1.92762,0.822052,1.119554,1.373758,1.170533,0.904848
2.37096,3.15114,0.958292,1.433769,1.689988,1.329275,1.230472
1.6674,2.29425,1.075483,1.30137,1.507089,1.066566,1.128855
1.38253,2.11428,1.135916,1.171789,1.402949,1.144018,1.076124
1.8197,2.92881,1.297886,1.289529,1.574511,1.130034,1.040318
1.30767,2.15032,1.318603,1.376509,1.627964,1.279272,1.067152
1.11015,1.81582,1.069548,1.280184,1.403747,1.163258,0.891235
0.834765,1.43178,0.807459,0.99223,1.082732,0.912635,0.611575
0.676389,1.10605,0.539203,0.686657,0.783879,0.705101,0.433672
0.610334,0.958884,0.431788,0.533553,0.654603,0.76411,0.426071
0.549452,0.875536,0.378886,0.476183,0.605085,0.506504,0.399171
0.531779,0.815896,0.35336,0.447748,0.553163,0.718773,0.347605
0.515492,1.14595,0.333945,0.418922,0.520991,0.508348,0.398499
0.5643,0.725728,0.357608,0.424012,0.514363,0.803391,0.421106
1.1083,0.886002,0.455778,0.467412,0.850053,0.905309,0.494203
0.877766,1.13137,0.637099,0.610707,0.902665,1.036119,0.715179
2.71277,3.27554,0.765071,0.93294,1.159539,0.988047,0.756264
1.32393,1.66005,0.611262,0.767553,0.793072,0.983971,0.82837
1.10105,1.49429,0.5797,0.830046,1.057717,1.290554,1.09491
1.60534,1.81459,0.664125,0.811077,0.874969,1.051964,0.85737
2.66531,2.77024,1.167132,1.319635,1.448117,1.526366,1.290692
1.38664,1.54991,0.732642,0.879079,1.047945,0.958802,0.725888
1.79472,1.61045,0.714513,0.856969,1.133162,0.931854,0.734973
1.51614,2.16657,0.789254,0.918577,1.201588,0.996653,0.659154
4.02183,4.66727,1.154171,1.414655,1.77885,1.134342,0.706162
2.10329,3.442,1.135342,1.327792,1.607252,1.185016,0.828514
2.00943,2.5518,1.199376,1.187035,1.568855,1.081522,0.782938
2.17562,2.73346,1.225057,1.080883,1.483047,1.052699,0.864449
1.57644,2.30319,1.34549,1.163235,1.559514,1.098332,0.900657
1.5088,2.30016,1.362802,1.255594,1.643505,1.158201,0.934393
1.25848,2.4466,1.119825,1.129014,1.379229,1.064406,0.76636
0.937655,1.56112,0.841945,0.980955,1.056821,0.735124,0.508261
0.768256,1.21954,0.565415,0.678341,0.722478,0.871301,0.394838
0.660501,1.05906,0.45256,0.553239,0.573861,0.515273,0.31554
0.594658,0.962476,0.390716,0.482341,0.487924,0.73417,0.250613
0.564329,0.890408,0.361347,0.443946,0.440704,0.576356,0.239117
0.562941,0.815638,0.338856,0.413652,0.410507,0.51091,0.248856
0.989528,0.789537,0.357292,0.428305,0.426128,0.656262,0.339989
0.750721,0.952977,0.455541,0.481486,0.517443,1.01745,0.471746
0.918424,1.17619,0.623446,0.726817,0.77474,0.985787,0.580037
1.04232,1.19991,0.590158,0.716324,0.93456,0.915675,0.628437
1.19382,1.66462,0.601343,0.611314,0.903342,0.961662,0.69668
1.36687,1.49724,0.574989,0.798687,1.4557,1.065913,0.692123
1.83333,1.83795,0.680119,0.836973,1.151569,0.98525,0.730845
1.47683,1.45987,0.530909,0.824212,1.116005,0.806455,0.780029
1.53332,1.56304,0.484958,0.859663,1.203567,0.771391,0.687597
1.57352,1.71944,0.486203,0.894485,1.276288,0.751838,0.645879
1.65087,1.89878,0.728624,0.95821,1.311563,0.756931,0.649374
1.72409,2.25548,0.959469,1.111101,1.465526,0.816913,0.706162
1.94753,3.08202,1.178263,1.371991,1.749558,0.948958,0.828514
2.95911,3.69739,1.383941,1.520668,1.912274,1.102047,0.782938
2.7911,4.33245,1.347496,1.240647,1.919914,1.221929,0.728354
2.44694,2.98652,1.817363,1.691129,2.168711,1.345338,1.133893
1.54882,2.76126,1.492275,1.651747,1.948814,1.09585,0.965208
1.22036,1.99276,1.13799,1.304342,1.580163,1.002709,0.901998
1.32482,1.58839,0.867787,1.004716,1.241278,0.772564,0.617703
0.774182,1.19709,0.588651,0.701606,0.884971,0.596641,0.317732
0.686308,1.00211,0.474362,0.571869,0.750531,0.557949,0.273503
0.630093,0.875676,0.411181,0.500777,0.722808,0.774598,0.247067
0.607941,0.789937,0.380606,0.472242,0.728952,0.50862,0.235502
0.599043,0.800295,0.352259,0.439402,0.642038,0.631893,0.248856
0.615405,1.02952,0.368476,0.457711,0.662775,0.788584,0.300335
0.704961,0.892835,0.456096,0.528908,1.021182,0.96111,0.471746
0.8779,1.1347,0.645041,0.76081,1.055726,0.867569,0.580037
1.3423,1.16561,0.728922,0.771355,0.913887,1.099106,0.628437
1.01415,1.22608,0.718299,0.69664,0.751946,1.005372,0.678501
1.03219,1.42853,0.681648,0.838038,1.023273,1.028815,0.692123
1.15417,1.89,0.744868,0.842963,0.921758,0.935965,0.707667
1.20561,1.41415,0.737696,0.832504,0.848984,0.864316,0.699094
1.23388,1.50508,0.757419,0.871043,0.83477,0.771391,0.691254
1.80715,2.10554,0.686017,0.951008,0.88108,0.770988,0.768087
2.10074,2.5631,0.531451,1.091381,1.050953,0.820894,0.720766
4.08961,5.47761,0.864387,1.638849,1.57959,1.175872,0.706162
3.3536,4.48665,0.911718,1.805339,1.718822,1.289922,0.828514
2.96703,4.69703,1.064812,1.715694,1.656432,1.292268,0.782938
1.43855,2.37612,1.275148,1.435795,1.311473,0.993424,0.819464
1.3439,2.36306,1.423587,1.569813,1.413336,1.037211,0.99766
1.31476,2.33937,1.445631,1.615341,1.531025,1.093245,0.996113
1.133,1.99446,1.192829,1.359895,1.294041,1.211988,1.053538
0.850266,2.11096,0.919171,1.073789,0.978801,0.920469,0.724722
1.08577,1.27743,0.630674,0.756415,0.643963,0.596334,0.818546
0.623454,1.09386,0.512181,0.630391,0.50043,0.740882,0.676896
0.568676,0.970084,0.439633,0.55991,0.40295,0.678569,0.648782
0.543882,0.890138,0.401623,0.524336,0.355036,0.792543,0.533764
0.548044,0.828855,0.377588,0.497795,0.324162,0.608816,0.44364
0.600688,0.822328,0.395103,0.518074,0.383873,0.66303,0.572467
1.2105,1.63006,0.467042,0.671876,0.626726,1.091212,0.805965
0.936994,1.22799,0.70548,0.847281,0.812056,0.908562,0.840103
5.45851,5.46771,1.314888,1.624418,1.600782,1.595421,0.800146
2.94328,4.29008,0.958856,1.121622,0.968166,1.462297,0.970798
1.1816,1.56649,0.856011,1.005108,0.794083,1.59364,1.139796
1.27979,1.46828,0.868326,0.99092,0.883485,1.385852,1.107422
1.38068,1.46497,0.858402,0.995904,0.902176,1.259994,1.143744
1.47401,1.91824,0.873074,1.02641,0.967725,1.347927,0.905462
1.53586,1.58895,0.905754,1.078189,1.082108,1.401539,0.980094
2.04478,1.71167,0.950525,1.110285,1.201714,1.39095,0.847129
1.78626,2.012,0.828068,1.188839,1.473742,1.555538,0.925018
2.03573,2.78482,0.90745,1.469029,1.970447,2.150938,1.164516
1.83909,2.52205,1.020588,1.435621,1.90742,1.704334,1.060581
1.68122,2.79979,1.384001,1.480094,1.742049,1.701797,1.063434
